Name	Description	female_mean	female_median	male_mean	male_median
ENSG00000223972.5	DDX11L1	0.013513500000000001	0.0	0.009444298329355607	0.0
ENSG00000227232.5	WASH7P	7.295515	6.487	7.17416706443914	6.700999999999999
ENSG00000278267.1	MIR6859-1	0.0311175	0.0	0.039529832935560866	0.0
ENSG00000243485.5	MIR1302-2HG	0.02399605	0.0	0.014180143198090692	0.0
ENSG00000237613.2	FAM138A	0.00901395	0.0	0.008075011933174224	0.0
ENSG00000268020.3	OR4G4P	0.04493634999999999	0.0	0.03058832935560859	0.0
ENSG00000240361.1	OR4G11P	0.05475284999999999	0.02515	0.04083062052505967	0.0
ENSG00000186092.4	OR4F5	0.06107475	0.04351	0.054826778042959434	0.03732
ENSG00000238009.6	RP11-34P13.7	0.047503399999999994	0.01794	0.0410239045346062	0.020745
ENSG00000233750.3	CICP27	0.032117085	0.01529	0.025382914081145586	0.015525
ENSG00000268903.1	RP11-34P13.15	2.74593035	1.94	2.669504057279236	2.089
ENSG00000269981.1	RP11-34P13.16	4.1290215	3.123	4.061633890214797	3.146
ENSG00000239906.1	RP11-34P13.14	0.171917	0.0	0.1799404057279236	0.0
ENSG00000241860.6	RP11-34P13.13	0.2990128	0.2016	0.30172238663484485	0.2227
ENSG00000222623.1	RNU6-1100P	0.001808	0.0	0.0011112171837708831	0.0
ENSG00000241599.1	RP11-34P13.9	0.00023715	0.0	0.0014153221957040575	0.0
ENSG00000279928.2	ABC7-43046700E7.1	0.23621254999999997	0.09714	0.24643245823389023	0.13105
ENSG00000279457.4	RP11-34P13.18	13.60897	13.17	13.307761336515513	12.78
ENSG00000273874.1	MIR6859-2	0.011701	0.0	0.00903890214797136	0.0
ENSG00000228463.9	AP006222.2	0.8056937	0.746	0.919220525059666	0.7679
ENSG00000236679.2	RPL23AP24	0.15762325	0.1185	0.13945527446300718	0.11115
ENSG00000236743.1	RP5-857K21.15	0.00536015	0.0	0.007318973747016707	0.0
ENSG00000236601.2	RP4-669L17.2	0.02147455	0.0	0.019210143198090696	0.0
ENSG00000237094.11	RP4-669L17.10	0.7003859499999998	0.6276	0.6800522195704056	0.6339
ENSG00000269732.1	WBP1LP7	0.10073715	0.0	0.07604250596658711	0.0
ENSG00000278566.1	OR4F29	0.04322405	0.0	0.04106109785202864	0.0
ENSG00000233653.3	CICP7	0.03211795	0.0	0.01805728639618138	0.0
ENSG00000250575.1	RP4-669L17.8	0.05069035	0.03387	0.057194272076372316	0.038185
ENSG00000278757.1	U6	0.002734	0.0	0.0009119331742243437	0.0
ENSG00000230021.8	RP5-857K21.4	0.10061	0.08674	0.0981927923627685	0.08379
ENSG00000235146.2	RP5-857K21.2	0.008676999999999999	0.0	0.010073031026252982	0.0
ENSG00000225972.1	MTND1P23	277.86609000000004	9.307	162.02439140811455	7.443
ENSG00000225630.1	MTND2P28	717.5919500000001	625.6	664.3163747016706	591.15
ENSG00000237973.1	MTCO1P12	103.910625	34.48	74.5630906921241	31.48
ENSG00000229344.1	MTCO2P12	15.01413	9.857	18.018541766109784	9.0505
ENSG00000240409.1	MTATP8P1	16.711945	12.11	14.445632458233892	9.266
ENSG00000248527.1	MTATP6P1	2416.23465	2302.0	2238.413937947494	2143.0
ENSG00000198744.5	MTCO3P12	36.29204	14.33	28.969830548926016	13.780000000000001
ENSG00000268663.1	WBP1LP6	0.06684445	0.0	0.05559749403341289	0.0
ENSG00000273547.1	OR4F16	0.038654799999999996	0.0	0.03036527446300716	0.0
ENSG00000283574.1	RP11-206L10.17	0.0	0.0	0.0	0.0
ENSG00000229376.3	CICP3	0.27911434999999996	0.2585	0.26538317422434365	0.23609999999999998
ENSG00000228327.3	RP11-206L10.2	3.9747790000000003	3.621	4.270849642004773	4.0835
ENSG00000223181.1	RNU6-1199P	0.042592	0.0	0.024817422434367537	0.0
