Name	Description	female_mean	female_median	male_mean	male_median
ENSG00000223972.5	DDX11L1	0.008127258064516129	0.0	0.008139732142857143	0.0
ENSG00000227232.5	WASH7P	2.8245935483870976	2.613	2.919879464285714	2.465
ENSG00000278267.1	MIR6859-1	0.009582258064516128	0.0	0.015495535714285715	0.0
ENSG00000243485.5	MIR1302-2HG	0.01296258064516129	0.0	0.015541250000000001	0.0
ENSG00000237613.2	FAM138A	0.004645806451612903	0.0	0.003912767857142857	0.0
ENSG00000268020.3	OR4G4P	0.02609709677419355	0.0	0.020376428571428573	0.0
ENSG00000240361.1	OR4G11P	0.03025741935483871	0.0262	0.030359821428571434	0.0
ENSG00000186092.4	OR4F5	0.03838887096774194	0.0	0.042896517857142866	0.03518
ENSG00000238009.6	RP11-34P13.7	0.014992741935483873	0.01125	0.018243901785714285	0.008922
ENSG00000233750.3	CICP27	0.0461870806451613	0.0207	0.03461546428571429	0.01696
ENSG00000268903.1	RP11-34P13.15	3.6407085483870962	2.202	2.9349914285714283	1.1909999999999998
ENSG00000269981.1	RP11-34P13.16	7.175582258064515	4.314	5.965588392857143	2.465
ENSG00000239906.1	RP11-34P13.14	0.19232290322580645	0.0	0.17844955357142858	0.0
ENSG00000241860.6	RP11-34P13.13	0.09050833870967744	0.08263	0.0885595	0.0711
ENSG00000222623.1	RNU6-1100P	0.004790322580645161	0.0	0.007259821428571428	0.0
ENSG00000241599.1	RP11-34P13.9	0.0	0.0	0.00046017857142857145	0.0
ENSG00000279928.2	ABC7-43046700E7.1	0.059393225806451615	0.0	0.05435857142857143	0.0
ENSG00000279457.4	RP11-34P13.18	4.736693548387096	4.736693548387096	4.953723214285715	4.686
ENSG00000273874.1	MIR6859-2	0.0	0.0	0.004166071428571429	0.0
ENSG00000228463.9	AP006222.2	0.13096064516129033	0.1101	0.1412845	0.1107
ENSG00000236679.2	RPL23AP24	0.09658451612903227	0.08514	0.11651535714285714	0.08484
ENSG00000236743.1	RP5-857K21.15	0.002482741935483871	0.0	0.0012698214285714288	0.0
ENSG00000236601.2	RP4-669L17.2	0.01734016129032258	0.0	0.018747142857142858	0.0
ENSG00000237094.11	RP4-669L17.10	0.11481177419354839	0.09694	0.09853705357142858	0.08912
ENSG00000269732.1	WBP1LP7	0.039895806451612906	0.0	0.05114169642857142	0.0
